"Time","completed"
2021-07-30 00:55:55,0
2021-07-30 00:56:00,1
2021-07-30 00:56:00,2
2021-07-30 00:56:00,3
2021-07-30 00:56:00,4
2021-07-30 00:56:00,5
2021-07-30 00:56:00,6
2021-07-30 00:56:00,7
2021-07-30 00:56:00,8
2021-07-30 00:56:05,9
2021-07-30 00:56:05,10
2021-07-30 00:56:05,11
2021-07-30 00:56:05,12
2021-07-30 00:56:05,13
2021-07-30 00:56:05,14
2021-07-30 00:56:05,15
2021-07-30 00:56:05,16
2021-07-30 00:56:05,17
2021-07-30 00:56:10,18
2021-07-30 00:56:10,19
2021-07-30 00:56:10,20
2021-07-30 00:56:10,21
2021-07-30 00:56:10,22
2021-07-30 00:56:10,23
2021-07-30 00:56:10,24
2021-07-30 00:56:10,25
2021-07-30 00:56:10,26
2021-07-30 00:56:10,27
2021-07-30 00:56:10,28
2021-07-30 00:56:10,29
2021-07-30 00:56:10,30
2021-07-30 00:56:10,31
2021-07-30 00:56:10,32
2021-07-30 00:56:10,33
2021-07-30 00:56:10,34
2021-07-30 00:56:10,35
2021-07-30 00:56:15,36
2021-07-30 00:56:15,37
2021-07-30 00:56:15,38
2021-07-30 00:56:15,39
2021-07-30 00:56:15,40
2021-07-30 00:56:15,41
2021-07-30 00:56:15,42
2021-07-30 00:56:15,43
2021-07-30 00:56:15,44
2021-07-30 00:56:20,45
2021-07-30 00:56:20,46
2021-07-30 00:56:20,47
2021-07-30 00:56:20,48
2021-07-30 00:56:20,49
2021-07-30 00:56:20,50
2021-07-30 00:56:20,51
2021-07-30 00:56:20,52
2021-07-30 00:56:20,53
2021-07-30 00:56:20,54
2021-07-30 00:56:20,55
2021-07-30 00:56:20,56
2021-07-30 00:56:20,57
2021-07-30 00:56:20,58
2021-07-30 00:56:20,59
2021-07-30 00:56:20,60
2021-07-30 00:56:25,61
2021-07-30 00:56:25,62
2021-07-30 00:56:25,63
2021-07-30 00:56:25,64
2021-07-30 00:56:25,65
2021-07-30 00:56:25,66
2021-07-30 00:56:25,67
2021-07-30 00:56:25,68
2021-07-30 00:56:25,69
2021-07-30 00:56:25,70
2021-07-30 00:56:25,71
2021-07-30 00:56:25,72
2021-07-30 00:56:25,73
2021-07-30 00:56:30,74
2021-07-30 00:56:30,75
2021-07-30 00:56:30,76
2021-07-30 00:56:30,77
2021-07-30 00:56:30,78
2021-07-30 00:56:30,79
2021-07-30 00:56:30,80
2021-07-30 00:56:30,81
2021-07-30 00:56:30,82
2021-07-30 00:56:30,83
2021-07-30 00:56:30,84
2021-07-30 00:56:30,85
2021-07-30 00:56:30,86
2021-07-30 00:56:35,87
2021-07-30 00:56:35,88
2021-07-30 00:56:35,89
2021-07-30 00:56:35,90
2021-07-30 00:56:35,91
2021-07-30 00:56:35,92
2021-07-30 00:56:35,93
2021-07-30 00:56:35,94
2021-07-30 00:56:35,95
2021-07-30 00:56:35,96
2021-07-30 00:56:35,97
2021-07-30 00:56:35,98
2021-07-30 00:56:35,99
2021-07-30 00:56:35,100
2021-07-30 00:56:35,101
2021-07-30 00:56:40,102
2021-07-30 00:56:40,103
2021-07-30 00:56:40,104
2021-07-30 00:56:40,105
2021-07-30 00:56:40,106
2021-07-30 00:56:40,107
2021-07-30 00:56:40,108
2021-07-30 00:56:40,109
2021-07-30 00:56:40,110
2021-07-30 00:56:40,111
2021-07-30 00:56:40,112
2021-07-30 00:56:40,113
2021-07-30 00:56:45,114
2021-07-30 00:56:45,115
2021-07-30 00:56:45,116
2021-07-30 00:56:45,117
2021-07-30 00:56:45,118
2021-07-30 00:56:45,119
2021-07-30 00:56:45,120
2021-07-30 00:56:45,121
2021-07-30 00:56:45,122
2021-07-30 00:56:45,123
2021-07-30 00:56:45,124
2021-07-30 00:56:45,125
2021-07-30 00:56:45,126
2021-07-30 00:56:45,127
2021-07-30 00:56:45,128
2021-07-30 00:56:50,129
2021-07-30 00:56:50,130
2021-07-30 00:56:50,131
2021-07-30 00:56:50,132
2021-07-30 00:56:50,133
2021-07-30 00:56:50,134
2021-07-30 00:56:50,135
2021-07-30 00:56:50,136
2021-07-30 00:56:50,137
2021-07-30 00:56:55,138
2021-07-30 00:56:55,139
2021-07-30 00:56:55,140
2021-07-30 00:56:55,141
2021-07-30 00:56:55,142
2021-07-30 00:56:55,143
2021-07-30 00:56:55,144
2021-07-30 00:56:55,145
2021-07-30 00:56:55,146
2021-07-30 00:56:55,147
2021-07-30 00:56:55,148
2021-07-30 00:56:55,149
2021-07-30 00:56:55,150
2021-07-30 00:57:00,151
2021-07-30 00:57:00,152
2021-07-30 00:57:00,153
2021-07-30 00:57:00,154
2021-07-30 00:57:00,155
2021-07-30 00:57:00,156
2021-07-30 00:57:00,157
2021-07-30 00:57:00,158
2021-07-30 00:57:00,159
2021-07-30 00:57:00,160
2021-07-30 00:57:00,161
2021-07-30 00:57:00,162
2021-07-30 00:57:00,163
2021-07-30 00:57:00,164
2021-07-30 00:57:00,165
2021-07-30 00:57:05,166
2021-07-30 00:57:05,167
2021-07-30 00:57:05,168
2021-07-30 00:57:05,169
2021-07-30 00:57:05,170
2021-07-30 00:57:05,171
2021-07-30 00:57:05,172
2021-07-30 00:57:05,173
2021-07-30 00:57:05,174
2021-07-30 00:57:05,175
2021-07-30 00:57:10,176
2021-07-30 00:57:10,177
2021-07-30 00:57:10,178
2021-07-30 00:57:10,179
2021-07-30 00:57:10,180
2021-07-30 00:57:10,181
2021-07-30 00:57:10,182
2021-07-30 00:57:10,183
2021-07-30 00:57:10,184
2021-07-30 00:57:10,185
2021-07-30 00:57:10,186
2021-07-30 00:57:10,187
2021-07-30 00:57:10,188
2021-07-30 00:57:10,189
2021-07-30 00:57:10,190
2021-07-30 00:57:10,191
2021-07-30 00:57:10,192
2021-07-30 00:57:15,193
2021-07-30 00:57:15,194
2021-07-30 00:57:15,195
2021-07-30 00:57:15,196
2021-07-30 00:57:15,197
2021-07-30 00:57:15,198
2021-07-30 00:57:15,199
2021-07-30 00:57:15,200
2021-07-30 00:57:15,201
2021-07-30 00:57:15,202
2021-07-30 00:57:15,203
2021-07-30 00:57:15,204
2021-07-30 00:57:15,205
2021-07-30 00:57:15,206
2021-07-30 00:57:15,207
2021-07-30 00:57:20,208
2021-07-30 00:57:20,209
2021-07-30 00:57:20,210
2021-07-30 00:57:20,211
2021-07-30 00:57:20,212
2021-07-30 00:57:20,213
2021-07-30 00:57:20,214
2021-07-30 00:57:20,215
2021-07-30 00:57:20,216
2021-07-30 00:57:20,217
2021-07-30 00:57:20,218
2021-07-30 00:57:20,219
2021-07-30 00:57:20,220
2021-07-30 00:57:20,221
2021-07-30 00:57:25,222
2021-07-30 00:57:25,223
2021-07-30 00:57:25,224
2021-07-30 00:57:25,225
2021-07-30 00:57:25,226
2021-07-30 00:57:25,227
2021-07-30 00:57:25,228
2021-07-30 00:57:25,229
2021-07-30 00:57:25,230
2021-07-30 00:57:25,231
2021-07-30 00:57:25,232
2021-07-30 00:57:25,233
2021-07-30 00:57:25,234
2021-07-30 00:57:25,235
2021-07-30 00:57:30,236
2021-07-30 00:57:30,237
2021-07-30 00:57:30,238
2021-07-30 00:57:30,239
2021-07-30 00:57:30,240
2021-07-30 00:57:30,241
2021-07-30 00:57:30,242
2021-07-30 00:57:35,243
2021-07-30 00:57:35,244
2021-07-30 00:57:35,245
2021-07-30 00:57:35,246
2021-07-30 00:57:35,247
2021-07-30 00:57:35,248
2021-07-30 00:57:35,249
2021-07-30 00:57:35,250
2021-07-30 00:57:35,251
2021-07-30 00:57:35,252
2021-07-30 00:57:35,253
2021-07-30 00:57:40,254
2021-07-30 00:57:40,255
2021-07-30 00:57:40,256
2021-07-30 00:57:40,257
2021-07-30 00:57:40,258
2021-07-30 00:57:40,259
2021-07-30 00:57:40,260
2021-07-30 00:57:40,261
2021-07-30 00:57:40,262
2021-07-30 00:57:40,263
2021-07-30 00:57:40,264
2021-07-30 00:57:40,265
2021-07-30 00:57:40,266
2021-07-30 00:57:40,267
2021-07-30 00:57:40,268
2021-07-30 00:57:40,269
2021-07-30 00:57:45,270
2021-07-30 00:57:45,271
2021-07-30 00:57:45,272
2021-07-30 00:57:45,273
