,ch-free,chi-inuse,imp(%),osg-inuse
2021-07-16 17:46:46.152912+00:00,272,1,0.36496350364963503,1
2021-07-16 17:46:46.230609+00:00,272,1,0.36496350364963503,1
2021-07-16 17:46:46.312921+00:00,272,1,0.36496350364963503,1
2021-07-16 17:46:46.385606+00:00,272,0,0.7299270072992701,2
2021-07-16 17:46:46.389453+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:46.559949+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:46.646981+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:46.719402+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:46.784744+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:46.870331+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:46.942021+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.022201+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.110905+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.187901+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.277335+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.345985+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.429776+00:00,271,1,0.7299270072992701,2
2021-07-16 17:46:47.472684+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:47.496047+00:00,269,2,1.094890510948905,3
2021-07-16 17:46:47.538725+00:00,269,2,1.094890510948905,3
2021-07-16 17:46:47.584318+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:47.648026+00:00,269,2,1.094890510948905,3
2021-07-16 17:46:47.696031+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:47.782812+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:47.854750+00:00,269,2,1.094890510948905,3
2021-07-16 17:46:47.908188+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:47.992721+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:48.081872+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:48.163707+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:48.241715+00:00,269,2,1.094890510948905,3
2021-07-16 17:46:48.314855+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:48.392785+00:00,270,1,1.094890510948905,3
2021-07-16 17:46:48.431402+00:00,269,1,1.4598540145985401,4
2021-07-16 17:46:48.483713+00:00,269,1,1.4598540145985401,4
2021-07-16 17:46:48.548775+00:00,268,2,1.4598540145985401,4
2021-07-16 17:46:48.632996+00:00,268,2,1.4598540145985401,4
2021-07-16 17:46:48.706872+00:00,269,1,1.4598540145985401,4
2021-07-16 17:46:48.787171+00:00,269,1,1.4598540145985401,4
2021-07-16 17:46:48.867938+00:00,269,1,1.4598540145985401,4
2021-07-16 17:46:48.943290+00:00,269,1,1.4598540145985401,4
2021-07-16 17:46:49.023819+00:00,268,2,1.4598540145985401,4
2021-07-16 17:46:49.096644+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.101461+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.164442+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.245617+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.307357+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.398628+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.478170+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.564005+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.655264+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.724572+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.804565+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.873497+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:49.955479+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.041331+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.118136+00:00,267,2,1.8248175182481752,5
2021-07-16 17:46:50.179342+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.271513+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.341654+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.427183+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.518187+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.602761+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.693352+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.776610+00:00,268,1,1.8248175182481752,5
2021-07-16 17:46:50.797450+00:00,267,1,2.18978102189781,6
2021-07-16 17:46:50.847766+00:00,267,1,2.18978102189781,6
2021-07-16 17:46:50.922302+00:00,267,1,2.18978102189781,6
2021-07-16 17:46:51.007767+00:00,267,1,2.18978102189781,6
2021-07-16 17:46:51.091402+00:00,267,1,2.18978102189781,6
2021-07-16 17:46:51.169670+00:00,267,1,2.18978102189781,6
2021-07-16 17:46:51.204136+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.253571+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.324137+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.405786+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.492892+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.576042+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.661612+00:00,260,7,2.5547445255474455,7
2021-07-16 17:46:51.752074+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.836978+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.911415+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:51.988873+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:52.074100+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:52.143229+00:00,266,1,2.5547445255474455,7
2021-07-16 17:46:52.206297+00:00,265,2,2.5547445255474455,7
2021-07-16 17:46:52.248066+00:00,265,2,2.5547445255474455,7
2021-07-16 17:46:52.294146+00:00,265,2,2.5547445255474455,7
2021-07-16 17:46:52.350498+00:00,265,1,2.9197080291970803,8
2021-07-16 17:46:52.355555+00:00,265,1,2.9197080291970803,8
2021-07-16 17:46:52.419831+00:00,265,1,2.9197080291970803,8
2021-07-16 17:46:52.492472+00:00,264,2,2.9197080291970803,8
2021-07-16 17:46:52.575420+00:00,264,2,2.9197080291970803,8
2021-07-16 17:46:52.615408+00:00,264,2,2.9197080291970803,8
2021-07-16 17:46:52.681462+00:00,265,1,2.9197080291970803,8
2021-07-16 17:46:52.762460+00:00,265,0,3.2846715328467155,9
2021-07-16 17:46:52.767036+00:00,264,1,3.2846715328467155,9
2021-07-16 17:46:52.857596+00:00,264,1,3.2846715328467155,9
2021-07-16 17:46:52.936462+00:00,264,1,3.2846715328467155,9
2021-07-16 17:46:53.007589+00:00,264,1,3.2846715328467155,9
2021-07-16 17:46:53.094843+00:00,264,1,3.2846715328467155,9
2021-07-16 17:46:53.171091+00:00,264,1,3.2846715328467155,9
2021-07-16 17:46:53.224315+00:00,263,1,3.6496350364963503,10
2021-07-16 17:46:53.239969+00:00,263,1,3.6496350364963503,10
2021-07-16 17:46:53.328037+00:00,263,1,3.6496350364963503,10
2021-07-16 17:46:53.403730+00:00,263,1,3.6496350364963503,10
2021-07-16 17:46:53.461314+00:00,262,1,4.014598540145985,11
2021-07-16 17:46:53.497063+00:00,262,1,4.014598540145985,11
2021-07-16 17:46:53.569596+00:00,262,1,4.014598540145985,11
2021-07-16 17:46:53.657347+00:00,262,1,4.014598540145985,11
2021-07-16 17:46:53.694497+00:00,261,1,4.37956204379562,12
2021-07-16 17:46:53.748661+00:00,261,1,4.37956204379562,12
2021-07-16 17:46:53.831197+00:00,261,1,4.37956204379562,12
2021-07-16 17:46:53.899815+00:00,260,2,4.37956204379562,12
2021-07-16 17:46:53.983925+00:00,261,0,4.744525547445256,13
2021-07-16 17:46:53.986222+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.065690+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.141581+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.402404+00:00,259,2,4.744525547445256,13
2021-07-16 17:46:54.443449+00:00,259,2,4.744525547445256,13
2021-07-16 17:46:54.492885+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.575036+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.650042+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.737648+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.812669+00:00,259,2,4.744525547445256,13
2021-07-16 17:46:54.892857+00:00,260,1,4.744525547445256,13
2021-07-16 17:46:54.934131+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:54.978110+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.057197+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.136658+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.208413+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.289946+00:00,247,13,5.109489051094891,14
2021-07-16 17:46:55.364622+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.437349+00:00,258,2,5.109489051094891,14
2021-07-16 17:46:55.528708+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.608301+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.686860+00:00,259,1,5.109489051094891,14
2021-07-16 17:46:55.713452+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:55.773065+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:55.860776+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:55.945104+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.029886+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.096518+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.178518+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.270291+00:00,257,2,5.474452554744525,15
2021-07-16 17:46:56.344711+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.423812+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.504077+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.580419+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.651538+00:00,258,1,5.474452554744525,15
2021-07-16 17:46:56.709430+00:00,257,1,5.839416058394161,16
2021-07-16 17:46:56.729636+00:00,257,1,5.839416058394161,16
2021-07-16 17:46:56.805564+00:00,257,1,5.839416058394161,16
2021-07-16 17:46:56.890612+00:00,257,1,5.839416058394161,16
2021-07-16 17:46:56.969718+00:00,257,1,5.839416058394161,16
2021-07-16 17:46:57.043034+00:00,257,1,6.181818181818182,17
2021-07-16 17:46:57.048218+00:00,256,1,6.204379562043796,17
2021-07-16 17:46:57.113346+00:00,256,1,6.204379562043796,17
2021-07-16 17:46:57.185230+00:00,255,2,6.204379562043796,17
2021-07-16 17:46:57.237434+00:00,256,1,6.204379562043796,17
2021-07-16 17:46:57.312901+00:00,256,1,6.204379562043796,17
2021-07-16 17:46:57.388386+00:00,256,1,6.545454545454546,18
2021-07-16 17:46:57.393684+00:00,255,1,6.569343065693431,18
2021-07-16 17:46:57.466258+00:00,255,1,6.569343065693431,18
2021-07-16 17:46:57.542451+00:00,255,1,6.569343065693431,18
2021-07-16 17:46:57.610027+00:00,254,2,6.569343065693431,18
2021-07-16 17:46:57.664489+00:00,255,1,6.569343065693431,18
2021-07-16 17:46:57.751393+00:00,255,1,6.569343065693431,18
2021-07-16 17:46:57.828793+00:00,254,2,6.569343065693431,18
2021-07-16 17:46:57.903003+00:00,255,1,6.569343065693431,18
2021-07-16 17:46:57.949329+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:57.997606+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.072115+00:00,246,9,6.934306569343065,19
2021-07-16 17:46:58.117358+00:00,246,9,6.934306569343065,19
2021-07-16 17:46:58.163289+00:00,253,2,6.934306569343065,19
2021-07-16 17:46:58.242530+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.332104+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.420304+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.514490+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.608794+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.690625+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.779215+00:00,253,2,6.934306569343065,19
2021-07-16 17:46:58.832961+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.921482+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:58.999511+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.073926+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.146063+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.231897+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.317525+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.385357+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.477835+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.549876+00:00,253,2,6.934306569343065,19
2021-07-16 17:46:59.638657+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.708434+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.793896+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.883410+00:00,254,1,6.934306569343065,19
2021-07-16 17:46:59.961640+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.049931+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.111568+00:00,253,2,6.934306569343065,19
2021-07-16 17:47:00.157211+00:00,253,2,6.934306569343065,19
2021-07-16 17:47:00.217189+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.300869+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.383102+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.463685+00:00,249,6,6.934306569343065,19
2021-07-16 17:47:00.550238+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.627720+00:00,253,2,6.934306569343065,19
2021-07-16 17:47:00.710326+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.791541+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.881897+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:00.952403+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.038103+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.119926+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.187149+00:00,253,2,6.934306569343065,19
2021-07-16 17:47:01.228883+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.311985+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.402027+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.475677+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.560561+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.648388+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.709881+00:00,253,2,6.934306569343065,19
2021-07-16 17:47:01.761730+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.848132+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.924313+00:00,254,1,6.934306569343065,19
2021-07-16 17:47:01.989171+00:00,253,2,6.934306569343065,19
2021-07-16 17:47:02.033022+00:00,253,1,7.299270072992701,20
2021-07-16 17:47:02.076927+00:00,252,2,7.299270072992701,20
2021-07-16 17:47:02.130504+00:00,252,2,7.299270072992701,20
2021-07-16 17:47:02.172140+00:00,252,2,7.299270072992701,20
2021-07-16 17:47:02.258459+00:00,253,1,7.299270072992701,20
2021-07-16 17:47:02.331571+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.338227+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.431878+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.520416+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.607319+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.675936+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.764785+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.857037+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:02.928541+00:00,252,1,7.664233576642336,21
2021-07-16 17:47:03.010005+00:00,251,2,7.664233576642336,21
2021-07-16 17:47:03.019065+00:00,251,1,8.02919708029197,22
2021-07-16 17:47:03.096742+00:00,251,1,8.02919708029197,22
2021-07-16 17:47:03.183946+00:00,244,8,8.02919708029197,22
2021-07-16 17:47:03.254310+00:00,250,1,8.394160583941606,23
2021-07-16 17:47:03.259504+00:00,250,1,8.394160583941606,23
2021-07-16 17:47:03.319247+00:00,250,1,8.394160583941606,23
2021-07-16 17:47:03.389218+00:00,250,1,8.394160583941606,23
2021-07-16 17:47:03.472560+00:00,241,10,8.394160583941606,23
2021-07-16 17:47:03.543217+00:00,241,10,8.394160583941606,23
2021-07-16 17:47:03.620834+00:00,250,1,8.394160583941606,23
2021-07-16 17:47:03.630528+00:00,249,1,8.75912408759124,24
2021-07-16 17:47:03.691358+00:00,249,1,8.75912408759124,24
2021-07-16 17:47:03.757453+00:00,249,1,8.75912408759124,24
2021-07-16 17:47:03.842668+00:00,249,1,8.75912408759124,24
2021-07-16 17:47:03.912781+00:00,249,1,8.75912408759124,24
2021-07-16 17:47:03.921810+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:03.977725+00:00,247,2,9.124087591240876,25
2021-07-16 17:47:04.022962+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.094751+00:00,247,2,9.124087591240876,25
2021-07-16 17:47:04.189321+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.261423+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.327342+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.392632+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.477576+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.552112+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.630963+00:00,248,1,9.124087591240876,25
2021-07-16 17:47:04.692221+00:00,248,1,9.454545454545455,26
2021-07-16 17:47:04.708775+00:00,247,1,9.489051094890511,26
2021-07-16 17:47:04.797126+00:00,247,1,9.489051094890511,26
2021-07-16 17:47:04.875859+00:00,247,1,9.489051094890511,26
2021-07-16 17:47:04.955486+00:00,247,1,9.489051094890511,26
2021-07-16 17:47:05.029593+00:00,247,1,9.489051094890511,26
2021-07-16 17:47:05.085229+00:00,246,1,9.854014598540147,27
2021-07-16 17:47:05.109187+00:00,246,1,9.854014598540147,27
2021-07-16 17:47:05.189309+00:00,246,1,9.854014598540147,27
2021-07-16 17:47:05.280838+00:00,246,1,9.854014598540147,27
2021-07-16 17:47:05.369627+00:00,246,1,9.854014598540147,27
2021-07-16 17:47:05.447108+00:00,245,2,9.854014598540147,27
2021-07-16 17:47:05.536968+00:00,246,1,9.854014598540147,27
2021-07-16 17:47:05.610736+00:00,245,2,9.854014598540147,27
2021-07-16 17:47:05.622122+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:05.640573+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:05.679717+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:05.745127+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:05.830183+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:05.906252+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:05.983155+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.077059+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.154444+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.226410+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.315651+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.391987+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.483323+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.562750+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.646683+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.747494+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.823755+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:06.881247+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:06.965431+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.037981+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.130842+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.221331+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.291388+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.377097+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.460560+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.539403+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.613217+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.699409+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.767897+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.839957+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.924740+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:07.996928+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.078327+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.142980+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:08.194007+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.257350+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.347389+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.427835+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.500901+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.567044+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:08.619237+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.709544+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.789987+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.869499+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:08.955079+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.045694+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.138915+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.215935+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.312017+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.384668+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:09.431010+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:09.477076+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.568714+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.644371+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.714179+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.805991+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.902021+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:09.984930+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.073486+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.152437+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.237473+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.312585+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.408130+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.494078+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.574721+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.666885+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.740751+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.822759+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:10.918736+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.001320+00:00,241,5,10.218978102189782,28
2021-07-16 17:47:11.086386+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.156638+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:11.207857+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:11.272435+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.360964+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.438467+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.532853+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.609729+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.677314+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.763336+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.849365+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:11.942135+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.013557+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.104575+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.192241+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.268444+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.340530+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.406553+00:00,244,2,10.218978102189782,28
2021-07-16 17:47:12.490270+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.554119+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.635528+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.705522+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.794667+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.854608+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:12.944551+00:00,245,1,10.218978102189782,28
2021-07-16 17:47:13.021057+00:00,245,1,10.218978102189782,28
