"Time","Total Util Rate","Chameleon Utl Rate","OSG Utl Rate"
1627833997257,0,0,0
1627833998175,20.238095238095237,1.1904761904761905,19.047619047619047
1627833998417,20.238095238095237,1.1904761904761905,19.047619047619047
1627833998852,6.666666666666667,0.39215686274509803,6.2745098039215685
1627833999172,6.569343065693431,0.7299270072992701,5.839416058394161
1627833999368,6.569343065693431,0.7299270072992701,5.839416058394161
1627833999861,6.569343065693431,0.7299270072992701,5.839416058394161
1627834000374,6.569343065693431,0.7299270072992701,5.839416058394161
1627834000874,6.569343065693431,0.7299270072992701,5.839416058394161
1627834001383,15.328467153284672,0.7299270072992701,14.598540145985401
1627834002389,28.83211678832117,0.7299270072992701,28.1021897810219
1627834003398,37.22627737226277,0.7299270072992701,36.496350364963504
1627834004399,49.270072992700726,0.7299270072992701,48.54014598540146
1627834005392,56.934306569343065,0.36496350364963503,56.56934306569343
1627834006403,66.42335766423358,0.36496350364963503,66.05839416058394
1627834007028,73.35766423357664,0.36496350364963503,72.99270072992701
1627834007406,75.54744525547446,0,75.54744525547446
1627834007969,81.02189781021897,0,81.02189781021897
1627834008273,85.4014598540146,0.36496350364963503,85.03649635036497
1627834008446,86.13138686131387,0.36496350364963503,85.76642335766424
1627834008595,86.86131386861314,0.7299270072992701,86.13138686131387
1627834008775,89.05109489051094,1.094890510948905,87.95620437956204
1627834008939,90.87591240875912,1.4598540145985401,89.41605839416059
1627834009106,93.06569343065694,2.5547445255474455,90.51094890510949
1627834009431,94.52554744525547,1.094890510948905,93.43065693430657
1627834009918,97.44525547445255,1.094890510948905,96.35036496350365
1627834010428,100,1.094890510948905,98.9051094890511
1627834010924,100,1.094890510948905,98.9051094890511
1627834011250,100,0.36496350364963503,99.63503649635037
1627834011449,99.63503649635037,0.36496350364963503,99.27007299270073
1627834011615,100,0.7299270072992701,99.27007299270073
1627834011797,100,1.094890510948905,98.9051094890511
1627834011991,100,1.4598540145985401,98.54014598540147
1627834012170,99.27007299270073,0.7299270072992701,98.54014598540147
1627834012471,100,0,100
1627834012946,100,0,100
1627834013464,100,0,100
1627834014469,100,0,100
1627834014851,99.63503649635037,0,99.63503649635037
1627834015050,100,0.36496350364963503,99.63503649635037
1627834015268,100,0.7299270072992701,99.27007299270073
1627834015496,100,1.094890510948905,98.9051094890511
1627834015649,100,1.4598540145985401,98.54014598540147
1627834015845,100,1.8248175182481752,98.17518248175182
1627834016013,100,1.8248175182481752,98.17518248175182
1627834016186,100,2.18978102189781,97.81021897810218
1627834016490,100,1.8248175182481752,98.17518248175182
1627834016976,100,1.8248175182481752,98.17518248175182
1627834017516,100,1.8248175182481752,98.17518248175182
1627834017982,100,1.8248175182481752,98.17518248175182
1627834018505,100,1.8248175182481752,98.17518248175182
1627834019000,100,1.8248175182481752,98.17518248175182
1627834019312,100,2.18978102189781,97.81021897810218
1627834019510,99.63503649635037,2.18978102189781,97.44525547445255
1627834019703,100,2.5547445255474455,97.44525547445255
1627834019885,100,2.5547445255474455,97.44525547445255
1627834020136,98.9051094890511,1.8248175182481752,97.08029197080292
1627834020522,100,1.8248175182481752,98.17518248175182
1627834021015,100,1.8248175182481752,98.17518248175182
1627834021534,100,1.8248175182481752,98.17518248175182
1627834022027,100,1.8248175182481752,98.17518248175182
1627834022536,100,1.8248175182481752,98.17518248175182
1627834023032,100,1.4598540145985401,98.54014598540147
1627834023554,99.63503649635037,0,99.63503649635037
1627834024048,100,0,100
1627834024565,100,0,100
1627834025070,100,0,100
1627834025266,100,0.36496350364963503,99.63503649635037
1627834025575,100,0.36496350364963503,99.63503649635037
1627834026062,100,0.36496350364963503,99.63503649635037
1627834026583,100,0.36496350364963503,99.63503649635037
1627834027071,99.63503649635037,0.36496350364963503,99.27007299270073
1627834027392,100,0.7299270072992701,99.27007299270073
1627834027585,100,1.094890510948905,98.9051094890511
1627834027767,100,1.094890510948905,98.9051094890511
1627834027943,100,1.4598540145985401,98.54014598540147
1627834028162,100,1.8248175182481752,98.17518248175182
1627834028373,98.90510948905109,0.7299270072992701,98.17518248175182
1627834028616,99.63503649635037,0.36496350364963503,99.27007299270073
1627834029098,100,0.36496350364963503,99.63503649635037
1627834029605,100,0.36496350364963503,99.63503649635037
1627834030113,99.63503649635037,0.36496350364963503,99.27007299270073
1627834030622,100,0.36496350364963503,99.63503649635037
1627834031105,100,0.36496350364963503,99.63503649635037
1627834031636,100,0.36496350364963503,99.63503649635037
1627834032122,100,0.36496350364963503,99.63503649635037
1627834032632,100,0.36496350364963503,99.63503649635037
1627834033116,100,0.36496350364963503,99.63503649635037
1627834033642,100,0.36496350364963503,99.63503649635037
1627834034134,100,0.36496350364963503,99.63503649635037
1627834034639,100,0.36496350364963503,99.63503649635037
1627834035132,100,0.36496350364963503,99.63503649635037
1627834035453,100,0.7299270072992701,99.27007299270073
1627834035658,100,1.094890510948905,98.9051094890511
1627834035842,100,1.094890510948905,98.9051094890511
1627834036050,100,1.4598540145985401,98.54014598540147
1627834036226,100,1.8248175182481752,98.17518248175182
1627834036470,99.63503649635037,0.7299270072992701,98.9051094890511
1627834036663,100,0.36496350364963503,99.63503649635037
1627834037470,100,0.36496350364963503,99.63503649635037
1627834037722,100,0.7299270072992701,99.27007299270073
1627834037887,100,1.094890510948905,98.9051094890511
1627834038060,100,1.4598540145985401,98.54014598540147
1627834038243,100,1.8248175182481752,98.17518248175182
1627834038475,100,1.4598540145985401,98.54014598540147
1627834038610,99.63503649635037,1.094890510948905,98.54014598540147
1627834038774,99.27007299270073,0.7299270072992701,98.54014598540147
