"Time","Total Util Rate","Chameleon Utl Rate","OSG Utl Rate"
1627935561681,0,0,0
1627935562371,10.714285714285714,1.1904761904761905,9.523809523809524
1627935562773,16.666666666666668,1.1904761904761905,15.476190476190476
1627935563269,5.303030303030303,0.3787878787878788,4.924242424242424
1627935563589,5.474452554744525,0.7299270072992701,4.744525547445256
1627935563787,5.474452554744525,0.7299270072992701,4.744525547445256
1627935564274,5.474452554744525,0.7299270072992701,4.744525547445256
1627935564789,5.474452554744525,0.7299270072992701,4.744525547445256
1627935565285,5.474452554744525,0.7299270072992701,4.744525547445256
1627935565821,12.408759124087592,0.7299270072992701,11.678832116788321
1627935566815,28.83211678832117,0.7299270072992701,28.1021897810219
1627935567816,40.14598540145985,0.7299270072992701,39.416058394160586
1627935568824,50,0.7299270072992701,49.27007299270073
1627935569821,59.85401459854015,0.36496350364963503,59.48905109489051
1627935570815,72.26277372262774,0.36496350364963503,71.89781021897811
1627935571442,78.83211678832117,0.36496350364963503,78.46715328467154
1627935572295,100,0.7299270072992701,99.27007299270073
1627935572459,100,0,100
1627935572710,100,0.36496350364963503,99.63503649635037
1627935572870,100,0.36496350364963503,99.63503649635037
1627935573079,100,0.7299270072992701,99.27007299270073
1627935573265,100,1.094890510948905,98.9051094890511
1627935573438,100,1.4598540145985401,98.54014598540147
1627935573653,100,2.5547445255474455,97.44525547445255
1627935573870,100,1.094890510948905,98.9051094890511
1627935574350,100,1.094890510948905,98.9051094890511
1627935574857,100,1.094890510948905,98.9051094890511
1627935575363,100,1.094890510948905,98.9051094890511
1627935575696,100,0.36496350364963503,99.63503649635037
1627935575847,100,0.7299270072992701,99.27007299270073
1627935575995,100,0.7299270072992701,99.27007299270073
1627935576162,100,1.094890510948905,98.9051094890511
1627935576335,100,1.4598540145985401,98.54014598540147
1627935576552,100,0.7299270072992701,99.27007299270073
1627935576886,100,0,100
1627935577401,100,0,100
1627935577894,100,0,100
1627935578897,100,0,100
1627935579332,100,0,100
1627935579496,100,0.36496350364963503,99.63503649635037
1627935579655,100,0.7299270072992701,99.27007299270073
1627935579815,100,1.094890510948905,98.9051094890511
1627935580025,100,1.4598540145985401,98.54014598540147
1627935580233,100,1.8248175182481752,98.17518248175182
1627935580439,100,1.8248175182481752,98.17518248175182
1627935580623,100,2.18978102189781,97.81021897810218
1627935580917,100,1.8248175182481752,98.17518248175182
1627935581405,100,1.8248175182481752,98.17518248175182
1627935581957,100,1.8248175182481752,98.17518248175182
1627935582425,100,1.8248175182481752,98.17518248175182
1627935582939,100,1.8248175182481752,98.17518248175182
1627935583416,100,1.8248175182481752,98.17518248175182
1627935583733,100,2.18978102189781,97.81021897810218
1627935583888,100,2.5547445255474455,97.44525547445255
1627935584065,99.63503649635037,2.18978102189781,97.44525547445255
1627935584209,100,2.5547445255474455,97.44525547445255
1627935584430,100,1.8248175182481752,98.17518248175182
1627935584949,100,1.8248175182481752,98.17518248175182
1627935585446,100,1.8248175182481752,98.17518248175182
1627935585952,100,1.8248175182481752,98.17518248175182
1627935586454,100,1.8248175182481752,98.17518248175182
1627935586965,100,1.8248175182481752,98.17518248175182
1627935587456,100,1.4598540145985401,98.54014598540147
1627935587990,100,0,100
1627935588467,100,0,100
1627935588979,100,0,100
1627935589486,100,0,100
1627935589725,100,0.36496350364963503,99.63503649635037
1627935589995,100,0.36496350364963503,99.63503649635037
1627935590484,100,0.36496350364963503,99.63503649635037
1627935590997,100,0.36496350364963503,99.63503649635037
1627935591501,100,0.36496350364963503,99.63503649635037
1627935591806,100,0.7299270072992701,99.27007299270073
1627935592037,100,1.094890510948905,98.9051094890511
1627935592247,100,1.094890510948905,98.9051094890511
1627935592450,100,1.4598540145985401,98.54014598540147
1627935592636,100,1.8248175182481752,98.17518248175182
1627935592813,99.27007299270073,0.7299270072992701,98.54014598540147
1627935593029,100,0.36496350364963503,99.63503649635037
1627935593518,100,0.36496350364963503,99.63503649635037
1627935594033,100,0.36496350364963503,99.63503649635037
1627935594523,100,0.36496350364963503,99.63503649635037
1627935595043,100,0.36496350364963503,99.63503649635037
1627935595537,100,0.36496350364963503,99.63503649635037
1627935596046,100,0.36496350364963503,99.63503649635037
1627935596540,100,0.36496350364963503,99.63503649635037
1627935597051,100,0.36496350364963503,99.63503649635037
1627935597554,100,0.36496350364963503,99.63503649635037
1627935598055,100,0.36496350364963503,99.63503649635037
1627935598562,100,0.36496350364963503,99.63503649635037
1627935599072,100,0.36496350364963503,99.63503649635037
1627935599554,100,0.36496350364963503,99.63503649635037
1627935599877,100,0.7299270072992701,99.27007299270073
1627935600134,100,1.094890510948905,98.9051094890511
1627935600322,100,1.094890510948905,98.9051094890511
1627935600518,100,1.4598540145985401,98.54014598540147
1627935600723,100,1.8248175182481752,98.17518248175182
1627935600926,100,0.36496350364963503,99.63503649635037
1627935601150,99.63503649635037,0.36496350364963503,99.27007299270073
1627935601913,100,0.36496350364963503,99.63503649635037
1627935602134,100,0.7299270072992701,99.27007299270073
1627935602324,100,1.094890510948905,98.9051094890511
1627935602594,100,1.4598540145985401,98.54014598540147
1627935602790,100,1.8248175182481752,98.17518248175182
1627935602975,99.63503649635037,1.094890510948905,98.54014598540147
1627935603168,99.63503649635037,0.7299270072992701,98.9051094890511
1627935603332,100,0.7299270072992701,99.27007299270073
1627935603528,100,3.2846715328467155,96.71532846715328
1627935603695,100,3.2846715328467155,96.71532846715328
1627935604123,100,2.9197080291970803,97.08029197080292
1627935604643,100,2.9197080291970803,97.08029197080292
1627935605127,100,2.9197080291970803,97.08029197080292
