EVENT_TIME,EVENT_TIME_SEC,HOST_NAME (PHYSICAL),EVENT,PROPERTIES,node_type
2018-03-14 11:40:07,86528407.0,a64ca09fb7c53126cbb4dd579f972482,UPDATE,"{'node_type': 'compute_haswell', 'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:08,86528408.0,949907d1424dddf8fb5e3cd6647d2a42,UPDATE,"{'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956814336', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:08,86528408.0,9877ba81c06fe4ce59e306f089d09448,UPDATE,"{'placement.rack': 1, 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:08,86528408.0,6a5ebb8b531ed993f764a587faf813d2,UPDATE,"{'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48', 'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:09,86528409.0,87b458a5c11dee878137c907de62cdf8,UPDATE,"{'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'placement.rack': 0, 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:12,86528412.0,4a50c8db989b0743dc3f5bbd5a3154be,UPDATE,"{'node_type': 'compute_haswell', 'placement.rack': 0, 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:12,86528412.0,b809f1a55f50d240ce372da1c5912288,UPDATE,"{'architecture.smt_size': '48', 'placement.rack': 1, 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:13,86528413.0,55d9766b569a898094a4bf3e9d82da03,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'placement.rack': 0}",compute_haswell
2018-03-14 11:40:14,86528414.0,46ae3db581d5ab42e9ed41fc641dc4d9,UPDATE,"{'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:15,86528415.0,4e80613235797f1533eeeaf83cf0f504,UPDATE,"{'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:16,86528416.0,f02bbf70b1d639de045a11830636576a,UPDATE,"{'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'placement.rack': 1, 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:18,86528418.0,6a57e3979507765607fbdabb224bb5fa,UPDATE,"{'node_type': 'compute_haswell', 'placement.rack': 1, 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:18,86528418.0,18703b6949944cdf2db4bb0c33e955a7,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'placement.rack': 1, 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:18,86528418.0,765499e152b096d538d9f2a68e388048,UPDATE,"{'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'placement.rack': 0, 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:18,86528418.0,1af66589afdb043554150b87affd66b7,UPDATE,"{'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:18,86528418.0,e00dc720320c55fc78702e404ecfd331,UPDATE,"{'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:18,86528418.0,1572f1a816b676e1b3dc4f6ba0b93f6a,UPDATE,"{'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'placement.rack': 0, 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:19,86528419.0,1299c0f5a067b826291110733f798397,UPDATE,"{'storage_devices.0.size': '250059350016', 'placement.rack': 1, 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:19,86528419.0,fc4af1e05dd5fb93dd5e87e3ea562ec0,UPDATE,"{'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956949504', 'storage_devices.0.size': '250059350016', 'placement.rack': 0}",compute_haswell
2018-03-14 11:40:20,86528420.0,7fae9c9afa7d04c0331e1f269c9035ac,UPDATE,"{'main_memory.ram_size': '134956859392', 'placement.rack': 1, 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:20,86528420.0,4b5177c07c87b53b7209cfa234e23648,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:20,86528420.0,c45e912fb586ef04ab0b9dbf0f90145c,UPDATE,"{'architecture.smt_size': '48', 'placement.rack': 0, 'main_memory.ram_size': '134956949504', 'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:21,86528421.0,3edfdac84f60e1e3e62f03b97523e41d,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'placement.rack': 1, 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:22,86528422.0,9b5902632b5c5bb9c98c20d15bcba021,UPDATE,"{'node_type': 'compute_haswell', 'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:22,86528422.0,3139dce1506d1fe63b2edff7be0c6a44,UPDATE,"{'architecture.smt_size': '48', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'main_memory.ram_size': '134956859392', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:22,86528422.0,9d838ac0f03bc903e1acdedff10c3f48,UPDATE,"{'main_memory.ram_size': '134956859392', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'placement.rack': 0, 'architecture.smt_size': '48', 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:22,86528422.0,9ea3cd804c981cce9baf4dae87398c5b,UPDATE,"{'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'placement.rack': 1, 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:22,86528422.0,564587403da1c5e22eeda24eae36040f,UPDATE,"{'architecture.platform_type': 'x86_64', 'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:22,86528422.0,894d5fc6d847eda12263947ee656c7d1,UPDATE,"{'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:22,86528422.0,fe35d6d0662c080df8cd09d09bdffd83,UPDATE,"{'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'placement.rack': 1, 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:22,86528422.0,c1939a79e1ecf9b71939113701e0d633,UPDATE,"{'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48', 'placement.rack': 1, 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:22,86528422.0,91d2a6a4ce80a44a426dd20997e974f8,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'placement.rack': 1, 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:22,86528422.0,a73104df5d6859706ecfbab56df78f29,UPDATE,"{'architecture.smt_size': '48', 'architecture.smp_size': '2', 'placement.rack': 1, 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:23,86528423.0,5e455028fde859ed94f6744b27084a1b,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'architecture.platform_type': 'x86_64', 'placement.rack': 0, 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:25,86528425.0,19400242c18dc867b07dc771a64585b3,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:25,86528425.0,71757fcf24525ee86909211d585e2319,UPDATE,"{'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'placement.rack': 0, 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:25,86528425.0,b1e880a9bd69ce32ad098dd23fed3c4d,UPDATE,"{'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'placement.rack': 1, 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:27,86528427.0,b2da6b01609c3981183b54f9f470103a,UPDATE,"{'storage_devices.0.size': '250059350016', 'placement.rack': 1, 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:27,86528427.0,4fac1c836b89bedbc930bf2add66fa32,UPDATE,"{'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'placement.rack': 1, 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:27,86528427.0,79fb599093d0ea8a56514dc6e40774ce,UPDATE,"{'node_type': 'compute_haswell', 'main_memory.ram_size': '134956949504', 'storage_devices.0.size': '250059350016', 'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:28,86528428.0,177cce3fe48597bd63d46bf3cda280e7,UPDATE,"{'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'placement.rack': 1, 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:29,86528429.0,a7d96c7b10157d2d92e551fd86eb024e,UPDATE,"{'node_type': 'compute_haswell', 'placement.rack': 1, 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:29,86528429.0,05515ca4c1b65261593b114d7b7cf269,UPDATE,"{'placement.rack': 0, 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:29,86528429.0,f27595969982b4a6ff51987932942346,UPDATE,"{'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:29,86528429.0,8559ca06480d0a9e1bafe3dd26e5ead2,UPDATE,"{'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'placement.rack': 1, 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:29,86528429.0,e6cbe1d30e3aa08a36c1061e6e07281f,UPDATE,"{'main_memory.ram_size': '134956859392', 'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:29,86528429.0,447c6a1c415ee269769f71fae4dc1e04,UPDATE,"{'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'placement.rack': 0}",compute_haswell
2018-03-14 11:40:30,86528430.0,8ea30bd9733bcd4e8f51135ea8b51dbe,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'placement.rack': 1, 'node_type': 'compute_haswell', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:30,86528430.0,a0529f20a7a8401629b87b2d3bfbdb64,UPDATE,"{'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'placement.rack': 1, 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:31,86528431.0,0bc049427471a3d7ad7d83d3f7a5d849,UPDATE,"{'node_type': 'compute_haswell', 'placement.rack': 0, 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956949504', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:31,86528431.0,37339182af7f34ab259462a687c0f4f1,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'placement.rack': 0, 'architecture.smp_size': '2', 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:32,86528432.0,e1bbd1da86d066c93f6367b6648b8a56,UPDATE,"{'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'placement.rack': 0, 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:32,86528432.0,89c90cf85c9fc2650cea3a6d20d311f4,UPDATE,"{'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016', 'placement.rack': 0, 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:32,86528432.0,c0cd932a82faeb4a09e58adc76dbd633,UPDATE,"{'architecture.smt_size': '48', 'placement.rack': 1, 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:33,86528433.0,8a7e510394751b0fa7a12c3683426b25,UPDATE,"{'main_memory.ram_size': '134956859392', 'placement.rack': 0, 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:33,86528433.0,4a894fbfae25be7652a9f2db747dfbef,UPDATE,"{'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'placement.rack': 1, 'architecture.smp_size': '2', 'main_memory.ram_size': '134956859392', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:33,86528433.0,4dd95b89fbf9d20c41adb24bd29cbf90,UPDATE,"{'main_memory.ram_size': '134956859392', 'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'node_type': 'compute_haswell', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:34,86528434.0,e634368b4e7b2f628fae228770578e5e,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'placement.rack': 0, 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:34,86528434.0,43e2a4db7bb86d874b7c9034c7440068,UPDATE,"{'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'placement.rack': 1}",compute_haswell
2018-03-14 11:40:34,86528434.0,5e7cecc534ae2b9e2f94ba9f1a4516e8,UPDATE,"{'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016', 'placement.rack': 0, 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:34,86528434.0,76d4401795856426da8b2d45715f7c8b,UPDATE,"{'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956949504', 'placement.rack': 0, 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:35,86528435.0,3cc2e3b27e7eaf7f4772403355bc1750,UPDATE,"{'placement.rack': 1, 'node_type': 'compute_haswell', 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:35,86528435.0,692c00d233d36b9e9e466286662c0423,UPDATE,"{'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:35,86528435.0,7ee67a6404b5d8ddc64c09bd25e2431f,UPDATE,"{'architecture.platform_type': 'x86_64', 'placement.rack': 0, 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 11:40:35,86528435.0,7a31e4de912848694905e082bfeed44b,UPDATE,"{'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016', 'placement.rack': 1, 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64'}",compute_haswell
2018-03-14 11:40:35,86528435.0,75fa24282855fd16b393d240055fffab,UPDATE,"{'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'architecture.smt_size': '48', 'placement.rack': 0, 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:36,86528436.0,952adb043fc1e2ec33812af759c0df20,UPDATE,"{'architecture.smp_size': '2', 'placement.rack': 1, 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'main_memory.ram_size': '134956859392', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:36,86528436.0,1acd2a62c009836a332fe46c3c11fc19,UPDATE,"{'main_memory.ram_size': '134956859392', 'placement.rack': 0, 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 11:40:36,86528436.0,a2bac625264acb4c98c9faf6703c7d4d,UPDATE,"{'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'placement.rack': 0, 'architecture.smt_size': '48', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 11:40:37,86528437.0,28e54ba85ccbc5045b4c44638654e6e0,UPDATE,"{'architecture.smp_size': '2', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'placement.rack': 1, 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:37,86528437.0,a044408576f0441eba811f413aa3b815,UPDATE,"{'architecture.smt_size': '48', 'architecture.smp_size': '2', 'placement.rack': 0, 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 11:40:37,86528437.0,95de39039b9026cd1256bd9a6ddca678,UPDATE,"{'storage_devices.0.size': '250059350016', 'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'main_memory.ram_size': '134956859392', 'placement.rack': 1, 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:37,86528437.0,3acf9c0e4c3a931dcf54d2d52d3ff32f,UPDATE,"{'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'placement.rack': 0, 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48'}",compute_haswell
2018-03-14 11:40:38,86528438.0,d0879f5b2c8534dc52baf76f29b98317,UPDATE,"{'architecture.smp_size': '2', 'architecture.smt_size': '48', 'architecture.platform_type': 'x86_64', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'placement.rack': 0}",compute_haswell
2018-03-14 15:39:48,86542788.0,2d034a38690aee196f770dd1a72e56c4,UPDATE,"{'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'placement.rack': 6, 'main_memory.ram_size': '137438953472'}",compute_haswell
2018-03-14 15:39:49,86542789.0,8f6a4ba5cdf3898c848bc8dda0f865f7,UPDATE,"{'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.smt_size': '48', 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'placement.rack': 7}",compute_haswell
2018-03-14 15:39:49,86542789.0,65a9d6d9192a6a2249b1874d3c7f93c4,UPDATE,"{'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'placement.rack': 6}",compute_haswell
2018-03-14 15:39:49,86542789.0,479400e5a5591cdfc4377c4c3adf42d3,UPDATE,"{'architecture.smt_size': '48', 'placement.rack': 7, 'main_memory.ram_size': '134956859392', 'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016'}",compute_haswell
2018-03-14 15:39:49,86542789.0,2ce4424428127dfc01aa6ac57c7ed6a2,UPDATE,"{'architecture.platform_type': 'x86_64', 'placement.rack': 4, 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell', 'architecture.smp_size': '2'}",compute_haswell
2018-03-14 15:39:49,86542789.0,408c568a2f220a81958674fc9ac33b55,UPDATE,"{'node_type': 'compute_haswell', 'storage_devices.0.size': '250059350016', 'placement.rack': 6, 'architecture.smp_size': '2', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392'}",compute_haswell
2018-03-14 15:39:50,86542790.0,2719b5e91a1a1067505666ccf17f5bcc,UPDATE,"{'placement.rack': 6, 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'main_memory.ram_size': '134956859392', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'node_type': 'compute_haswell'}",compute_haswell
2018-03-14 15:39:50,86542790.0,a8dce48285b22a44cab9c8d8ecddedd7,UPDATE,"{'architecture.smp_size': '2', 'node_type': 'compute_haswell', 'placement.rack': 5, 'storage_devices.0.size': '250059350016', 'architecture.platform_type': 'x86_64', 'architecture.smt_size': '48', 'main_memory.ram_size': '137438953472'}",compute_haswell
2018-03-14 15:39:50,86542790.0,c7356ac4a446bb8093ba58bcc2ea396a,UPDATE,"{'node_type': 'compute_haswell', 'architecture.platform_type': 'x86_64', 'architecture.smp_size': '2', 'main_memory.ram_size': '137438953472', 'storage_devices.0.size': '250059350016', 'architecture.smt_size': '48', 'placement.rack': 5}",compute_haswell
2018-03-14 15:39:50,86542790.0,1ddb8c3643009e03a76c361dfc43d381,UPDATE,"{'main_memory.ram_size': '137438953472', 'architecture.smp_size': '2', 'storage_devices.0.size': '250059350016', 'placement.rack': 6, 'architecture.platform_type': 'x86_64', 'node_type': 'compute_haswell', 'architecture.smt_size': '48'}",compute_haswell
